Sr No,Course Name,task label,Title,Date Published,Deadline,Batch1,Batch2,Batch3,Batch4,ClassA,ClassB,Year
34,Certification Course : ML and Data Science,Announcement,"Dear Students, 

Please find the attached code and dataset for the exercise purpose. You are requested to do following. 

1. Run the code and prepare the learnings of the code in one page of document. 

Send to us as a part of submission. 

Regards, ",2024-08-31T04:44:24.441Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Certification Course : ML and Data Science,Announcement,"Dear Participants, 

We hope that you are enjoying the course and having great learning experience. Due to the festival days, and upon several requests, we have updated the week wise schedule and it is attached here. 

Please note that the following dates are holidays
1. August 24, 2024
2. September 07, 2024.

We request you to go through the updated schedule. 

Best Regards, 
Dr. Sanskruti Patel
Dr. Sagar Kavaiya",2024-08-23T03:53:23.087Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Certification Course : ML and Data Science,Announcement,"Dear Students, 

Please find the code of ANN+PCA attached. 

Regards, ",2024-08-17T05:33:36.392Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Certification Course : ML and Data Science,Announcement,"Dear All,

Due to persistent problem in Network Connection, we could not completed the demonstration. Therefore, we will have a session again at 3:00 PM today. Please join.",2024-08-10T05:45:02.688Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Certification Course : ML and Data Science,Announcement,hands-on session files (July 27),2024-07-30T10:29:07.487Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Certification Course : ML and Data Science,Announcement,"Dear All, 

Please have the hands on for hypothesis. 

Regards, ",2024-07-20T06:44:32.932Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Certification Course : ML and Data Science,Announcement,"Please find the attached file 1 and file 2 that has been used in today's session. 

Have a great learning. 

Best regards.",2024-07-13T06:38:40.967Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Certification Course : ML and Data Science,Announcement,"Practice dataset for EDA. 

",2024-07-13T03:50:28.211Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Certification Course : ML and Data Science,Announcement,Please find the exercise for today's session. ,2024-06-29T06:02:04.734Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students(3cse1),
Your continuous evaluation( Class test) of chapter 4 & 5 will be scheduled on tomorrow from in respective lecture (10:10 am to 11:10 am).",2024-10-02T04:42:32.609Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,CSE202: Microprocessor and Computer Organization,Announcement,"Dear CSE2 Students,


The Continuous Evaluation of Unit 2 (part-2) will be on 3/10/24 (Thursday)..",2024-10-01T10:16:22.353Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,CSE202: Microprocessor and Computer Organization,Announcement,Chapter 5,2024-09-28T08:41:36.813Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,CSE202: Microprocessor and Computer Organization,Announcement,Chapter 4 PPT,2024-09-24T04:40:50.427Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,CSE202: Microprocessor and Computer Organization,Announcement,Previous Year Question papers,2024-09-20T05:39:33.587Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,CSE202: Microprocessor and Computer Organization,Announcement,Practical 7 format,2024-09-13T05:18:47.567Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
The link For Continous Evaluation Chapter 2  is Here
Time Duration:20 Min.",2024-09-10T06:48:54.496Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,CSE202: Microprocessor and Computer Organization,Announcement,Practical 6 Reference,2024-09-10T05:37:31.491Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA Practical 6 format",2024-09-07T14:29:30.180Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA Chapter 2",2024-09-07T14:26:21.452Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CSE202: Microprocessor and Computer Organization,Announcement,"Dear Students,
PFA software requires for Practical 6-10.",2024-09-03T03:49:15.709Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA,
Practical-5 format",2024-08-16T08:37:41.955Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
Upload your practical continuous evaluation in the given link:

",2024-08-05T09:47:42.163Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA Chapter 3 PPT",2024-08-03T05:24:03.630Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
Your Practical internal evaluation will be conducted in next week in the respective lab.
Theory Unit wise internal evaluation will be taken on next week for chapter 3 in respective class by subject faculty.

For any doubt contact me. ",2024-08-01T10:34:04.529Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA of Practical 4.",2024-07-23T04:33:48.713Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA Format of Practical 1,2 & 3.",2024-07-15T10:38:46.247Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,CSE202: Microprocessor and Computer Organization,Announcement,"Dear students,
PFA Practical wise submission Link.
Make sure  it will be counted as practical performance,
Late submission may affect your practical performance
 ",2024-07-11T04:30:40.321Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,CSE202: Microprocessor and Computer Organization,Announcement,"Dear Students,
PFA Chapter 2 part 1",2024-07-11T04:28:09.270Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,CSE202: Microprocessor and Computer Organization,Announcement,"Unit 1 Quiz Link:
",2024-07-08T04:24:53.941Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,CSE202: Microprocessor and Computer Organization,Announcement,"Dear Students,

PFA Practical List",2024-07-06T08:59:08.949Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,CSE202: Microprocessor and Computer Organization,Announcement,"Dear Students,
PFA Chapter 1 PPT",2024-07-03T10:59:42.183Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,CSE202: Microprocessor and Computer Organization,Announcement,"Dear Students,
PFA MPCO  Syallbus",2024-06-26T06:51:51.261Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,CSE201 - Java Programming 2024 - 25,Announcement,"Dear 3CSE1 & 3CSE2 Students,

Kindly enter your online course details and upload the certification or progress report in the given below form link.
The deadline to complete this task is 5/10/2024.

Evaluation of the online course details will be done by the below faculty members:-
3CSE1 - A : - Ms. Krishna Patel
3CSE1 - B : - Ms. Rima Patel
3CSE1 - C : - Ms. Ankita Amaravat
3CSE1 - D : - Ms. Aishwariya Budhrani

3CSE2 - A : - Ms. Rima Patel
3CSE2 - B : - Ms. Ankita Amaravat
3CSE2 - C : - Dr. Chirag Patel
3CSE2 - D : - Ms. Aishwariya Budhrani",2024-09-20T07:37:02.717Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,CSE201 - Java Programming 2024 - 25,Announcement,"Dear 3CSE1 & 3CSE2 Students,
The submission Java Mini Project is approaching. Please ensure that your project is complete and submitted by 30th September,2024 in the given below link. 

Submission Guidelines:


1. One student in a group has to submit the details in the below link by adding other members details.

2. Submit your project files in a compressed folder (.zip or .rar) named in the format: (ProjectTitle).
3. Include all source codes, documentation, and a brief presentation (if applicable).

4. Please ensure that each group consists of a minimum of 1 student and no more than 3 students.

Evaluation of the project will be done by the below faculty members:-

3CSE1 - A : - Ms. Krishna Patel
3CSE1 - B : - Ms. Rima Patel
3CSE1 - C : - Ms. Ankita Amaravat
3CSE1 - D : - Ms. Aishwariya Budhrani



3CSE2 - A : - Ms. Rima Patel
3CSE2 - B : - Ms. Ankita Amaravat
3CSE2 - C : - Dr. Chirag Patel
3CSE2 - D : - Ms. Aishwariya Budhrani",2024-09-20T07:56:32.294Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE1, 

The continuous evaluation for the Unit -3 & Unit - 4 is scheduled on September 23, 2024 (in Java lecture). 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming
Continuous Evaluation - 3 & 4
All questions are compulsory to attend. 
Total Time: 30 minutes",2024-09-20T06:52:22.982Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

Please find CIE - 3 Marks. 


",2024-09-20T04:56:16.166Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE1- A Batch, 

Java Mini Project and Online course Evaluation has been scheduled on September 25, 2024. 

All are requested to remain present. 

Thank you. ",2024-09-20T04:43:16.881Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

The continuous evaluation for the Unit -4 & Unit - 5 is scheduled on September 26, 2024 (in Java lecture). 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming
Continuous Evaluation - 4 & 5
All questions are compulsory to attend. 
Total Time: 30 minutes (for each Evaluation)",2024-09-19T04:41:40.391Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the Unit - 5 material. 
",2024-09-19T04:51:03.413Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the attached material for Unit - 3 & 4 


",2024-09-18T03:31:58.111Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

The continuous evaluation for the Unit -3 & Unit - 4 is scheduled on September 19, 2024 (in Java lecture). 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming
Continuous Evaluation - 3 & 4 
All questions are compulsory to attend. 
Total Time: 30 minutes (for each Evaluation)",2024-09-12T04:52:26.206Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 
The following are the links for the pratical problems in Hacker rank: 

1: -Java Inheritance I : https://www.hackerrank.com/challenges/java-inheritance-1/problem?isFullScreen=true
2: - Java Inheritance II : https://www.hackerrank.com/challenges/java-inheritance-2/problem?isFullScreen=true
3: - java Abstract Class : https://www.hackerrank.com/challenges/java-abstract-class/problem?isFullScreen=true
4:- Java Interface: https://www.hackerrank.com/challenges/java-interface/problem?isFullScreen=true
5:- Java Method Overriding : https://www.hackerrank.com/challenges/java-method-overriding/problem?isFullScreen=true
6:- Java Method Overriding 2 (Super Keyword) : https://www.hackerrank.com/challenges/java-method-overriding-2-super-keyword/problem?isFullScreen=true
7:- Java Exception Handling: https://www.hackerrank.com/challenges/java-exception-handling/problem?isFullScreen=true
8:- Java Exception Handling : https://www.hackerrank.com/challenges/java-exception-handling-try-catch/problem?isFullScreen=true",2024-09-03T03:48:22.469Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the attached material. 

",2024-08-31T10:22:28.153Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,CSE201 - Java Programming 2024 - 25,Announcement,"Dear students,

Try this definition ...


Create a class Salad -Method: void SaladBowl (), that shows the all the content of salad, instance variables ( int no. of salad ordered), create a super class Vegetable of Salad-Instance Variables: String vegName, int vegCount, Method: getVegName(), getVegCount().
Create interface Fruits- getFruits(); Interface Sauces- getSauces();, Interface Dressing- getDressings.
Salad is the subclass of Vegetable and implements all three interfaces, create object of Salad class and call all the methods of Salad and Vegetable class as well implement methods of all three interface
Output:
No. of Salads ordered: 2
Name of Vegetable: cucumber
Vegetable count : 2
Name of Vegetable : Cabbage
Vegetable count: 1
Name of Vegetable: tomato
Vegetable count : 4
Fruits: Grapes
Sauces: Mayonise
Dressings: Russian",2024-08-12T10:28:34.880Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,CSE201 - Java Programming 2024 - 25,Announcement,"Link for the CE2 for 3CSE2- D2D students


https://forms.gle/xTCxQPP59eCiFHHJ6",2024-08-09T09:10:52.570Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,CSE201 - Java Programming 2024 - 25,Announcement,"Link for the CE1 for 3CSE2- D2D students

https://forms.gle/4hduMXuPyKFEpPYt5",2024-08-09T08:54:01.396Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2- D batch, 

The Continuous evaluation for Unit -1 & Unit -2 is scheduled on August 9, 2024 from 2.20 pm to 3.05 PM in room no. 323. 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming (Unit -1 )
Continuous Evaluation - 1
Each question carry 1 mark. All questions are compulsory to attend. 
Total Time: 15 minutes

CSE201 - Java Programming (Unit -2)
Continuous Evaluation - 2
All questions are compulsory to attend. 
Total Time: 30 minutes",2024-08-09T05:28:30.563Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2- D batch, 

The Continuous evaluation for Unit -1 & Unit -2 is scheduled on August 9, 2024 from 2.20 pm to 3.05 PM in room no. 323. 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming (Unit -1 )
Continuous Evaluation - 1
Each question carry 1 mark. All questions are compulsory to attend. 
Total Time: 15 minutes

CSE201 - Java Programming (Unit -2)
Continuous Evaluation - 2
All questions are compulsory to attend. 
Total Time: 30 minutes",2024-08-01T05:16:28.489Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,CSE201 - Java Programming 2024 - 25,Announcement,"Dear students,

try to solve the attached programs.",2024-08-06T09:28:13.826Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

Please find the Continuous Evaluation- 2 Marks. 

Thank You",2024-08-01T14:32:39.369Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

Please find the link for the Continuous evaluation -2 for Unit -2

https://forms.gle/nTKs15RshBbKUqKq9",2024-08-01T03:45:06.947Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the PPT for Chapter -2.",2024-07-30T03:59:22.803Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the PPT for Chapter -2. 

",2024-07-29T07:48:07.932Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

The continuous evaluation for the Unit -1 is scheduled on August 1, 2024 (in Java lecture). 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming
Continuous Evaluation - 2
All questions are compulsory to attend. 
Total Time: 30 minutes


Thank You ",2024-07-29T07:46:31.231Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,CSE201 - Java Programming 2024 - 25,Announcement,"Dear 

3CSE1 Students,

please find below Continuous Evaluation for Unit - 2 link.",2024-07-23T08:16:59.163Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 


Please find the Unit -1 Continuous Evaluation -1 marks.",2024-07-11T09:50:44.120Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the attendance report from June 24, to July 11, 2024. 

Those who are having less attendance informed to attend the lectures regularly.

Thank You ",2024-07-11T09:49:56.062Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 


Please find the Unit -1 Continuous Evaluation quiz Link: 

https://forms.gle/PKppBv5ZsXvMQV9p8 ",2024-07-11T04:15:27.351Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please fins the Unit -1 PPTs. 
",2024-07-09T08:10:45.218Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students of 3CSE2, 

The continuous evaluation for the Unit -1 is scheduled on July 11, 2024 (in Java lecture). 

Note: All are requested to bring the laptop for the continuous evaluation without fail. (Mobile phones will not be allowed to appear for the quiz)

The following are the guidelines:

CSE201 - Java Programming
Continuous Evaluation - 1
Each question carry 1 mark. All questions are compulsory to attend. 
Total Time: 15 minutes
You have to submit a quiz after a submission call at 16th minute and then form will be closed. You will loose the marks if quiz is not submitted on time.",2024-07-08T08:36:24.286Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the CSE201- Java Programming Lesson Planning. ",2024-07-05T10:09:23.375Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students,
PFA,

Practical File format.",2024-07-04T07:45:47.464Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students,

Please find attached reference material of Unit - 1.",2024-07-04T07:39:01.925Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students,

Please find attached e-books and reference material.",2024-07-04T07:36:14.582Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,CSE201 - Java Programming 2024 - 25,Announcement,"Dear Students, 

Please find the attached CSE201- Java Programming syllabus and pedagogy.",2024-06-25T03:40:56.022Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
